Out_of_Working_Hours_encoded_log,Out_of_Working_Hours_encoded_sqrt,numerical_max,Out_of_Working_Hours_encoded,user_access_rank,user_bin,numerical_range,numerical_std,pc_sqrt,user,user_sqrt,user_bin_ew,pc_cubed,pc,Rapid_file_access,pc_bin,numerical_min,pc_log,numerical_mean,user_access_frequency,user_log,user_cubed,Rapid_file_access_bin_ew,pc_squared,user_squared,pc_bin_ew
1.0000000826903708e-10,1.00000000005,-1.3999058051101787,1,0.9381291031042336,1,-1.3998867571016644,-1.485142489299443,-2.0459860224125097,-0.0576100124895891,0.1185551625305793,1,1.011511741788792,-1.6902976258792937,0,0,0,-2.4924658779508437,-1.5037258319154527,2,0.2690849975631083,1.3429714218862638,0,-1.2245113985878509,-0.3325644092859568,0
1.0000000826903708e-10,1.00000000005,-0.1616816321406524,1,2.044828709059633,1,-0.1616615630511219,-0.2459213229694361,0.0790920911187397,-0.6013047748009954,-0.4075048421837295,1,0.1101176811759398,-0.0544743539553734,0,1,0,0.2065433169572387,-0.335886741769141,1,-0.1288530072905077,0.1493668403707718,0,-0.2856858559601743,-0.7621283701117735,1
1.0000000826903708e-10,1.00000000005,-0.5631536336154135,1,2.148907041908103,3,-0.5631338955931067,-0.5439072297551081,-0.9452644884198448,1.3190084393986263,1.1542745526118805,3,-1.17615830253608,-0.9981745005588578,0,0,0,-0.8342152282357512,-0.2392058008206881,1,0.8808729992531663,0.2699714841791159,0,-0.9794570648941696,1.4884937167318262,0
1.0000000826903708e-10,1.00000000005,1.4551940285355958,1,1.7959080296637084,3,1.4552154309548084,1.4243484364309598,1.2702677195905778,1.290502703778719,1.1355410104847636,3,0.0149029205965149,1.4061230412327057,0,3,0,1.1141250445739372,1.8467688457809317,1,0.8712776864502219,-1.8041299432777256,0,1.6062135529793815,1.440123327087518,3
1.0000000826903708e-10,1.00000000005,-0.3670662560530039,1,0.9780257973628138,3,-0.3670463563304951,-0.2266969261699807,-0.0997121892613951,0.9143660459648176,0.8796049605617496,3,0.3631503789592725,-0.2400076352050875,0,1,0,0.0464872659069606,0.2288633063918216,2,0.7355009271775274,0.4991791277530596,0,-0.4548534888279097,0.8440962772561096,1
1.0000000826903708e-10,1.00000000005,1.56845139316216,1,-1.3012896920186832,0,1.568472888977179,1.662166983509764,1.343337414069214,-1.3737406839160495,-1.458393692864062,0,1.0226479711947314,1.5084335749259636,0,3,0,1.1625889444367985,0.6585934197799449,7,-1.2716167576044988,0.0693532876848105,0,1.7759879858320666,-1.0903670015667932,3
1.0000000826903708e-10,1.00000000005,-0.3704470729075282,1,1.97544315382732,3,-0.370427175972954,-0.2011719682025565,-0.4586383137070536,1.6360478404395489,1.3570411768745505,3,-1.22884978593688,-0.5858783200039375,0,1,0,-0.2997181874911057,0.2728698036511174,1,0.9819652239514582,-0.1655111419225322,0,-0.7273960451835846,2.0568604465690896,1
1.0000000826903708e-10,1.00000000005,-1.627265738576938,1,0.3552904391528005,1,-1.6272468780570202,-1.641552183869905,-1.7758863173235004,-0.4316608847703264,-0.2320987093287332,1,-1.0179225625461994,-1.551338542803376,0,0,0,-2.004066115562635,-1.5617343964845245,2,0.0125546148842583,-1.5717387182614846,0,-1.1932190982001551,-0.6457005121932332,0
1.0000000826903708e-10,1.00000000005,-1.950133748184009,1,-0.6854928893319013,0,-1.950115153911837,-2.01591782385704,-2.004101231575546,-1.2235641255282443,-1.2015624589885798,0,1.1686593664661613,-1.6700645725742838,0,0,0,-2.411941282714114,-2.045139101226789,3,-0.9284952184943656,0.313119219004686,0,-1.2205147419949467,-1.052477173700234,0
1.0000000826903708e-10,1.00000000005,-2.00591722628366,1,2.0170744869667074,0,-2.005898678012408,-2.088714780905636,-2.110367270411575,-1.685217990201868,-2.27458655160708,0,0.8042288965914177,-1.7204563279754406,0,0,0,-2.620114048837682,-2.310511615002542,1,-3.039736951660398,-0.0716963459177594,0,-1.2301146219717043,-1.1290593436264718,0
